fare_amount,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,date,time
6.9,-73.998763,40.719363,-73.998582,40.725977,2,288,6574
12.9,-73.967302,40.766634,-74.002814,40.727245,4,603,4070
17.3,-73.99901899999999,40.749784000000005,-73.980839,40.676545000000004,2,819,754
6.0,-73.994238,40.741534,-74.002041,40.746918,2,1485,5221
19.7,-73.90104699999999,40.752725,-73.942832,40.777732,2,1315,3484
9.5,-73.98899078,40.73669434,-73.98152161,40.74986649,2,2319,2884
10.0,-73.985697,40.722209,-73.997424,40.744882000000004,2,1895,1128
4.9,-74.006225,40.73364,-73.99245,40.73885,2,1232,8184
4.9,-73.983343,40.765622,-73.986257,40.756138,2,29,1957
2.5,-73.98393399999999,40.754938,-73.98393399999999,40.754938,2,374,4592
7.7,-74.007673,40.715407,-74.002625,40.73942,4,785,317
8.5,-73.96717834,40.76320267,-73.97549438,40.75036621,2,2320,5076
6.9,-73.962002,40.763507000000004,-73.981502,40.756178000000006,2,191,7158
3.7,-73.793323,40.657012,-73.79583199999999,40.655421999999994,7,432,3766
11.0,-73.997814,40.763927,-74.00801,40.731151000000004,2,1735,550
21.0,-73.885276,40.77308,-73.94475,40.708681,2,2155,8237
10.1,-73.9251,40.768552,-73.938113,40.754540000000006,2,178,1933
4.5,-73.962648,40.762925,-73.969325,40.753890000000006,2,935,2060
4.5,-73.996778,40.724492,-73.990052,40.732387,2,1100,7029
12.5,-73.949761,40.796093,-73.979753,40.759128999999994,2,1278,2507
14.0,-73.97806700000001,40.76016,-74.003778,40.723772,2,1343,5752
6.0,-73.99717,40.745557,-73.98403,40.743241999999995,7,1613,7403
10.0,-73.974575,40.75316,-73.949765,40.772166999999996,2,1613,7403
10.9,-73.994313,40.750622,-74.016111,40.714748,2,284,1844
5.5,-73.97104300000001,40.750122,-73.966605,40.760342,4,1447,8946
7.5,-73.976202,40.757509999999996,-73.984675,40.754135,4,1477,4654
16.5,-74.00219200000001,40.755675,-73.986288,40.761897999999995,2,2164,3290
9.5,-73.95600128,40.77873611,-73.97557831,40.75660324,2,2225,1899
4.1,-73.94440999999999,40.75188,-73.94440999999999,40.75188,2,802,6665
42.33,-74.004398,40.719194,-73.86626700000001,40.771051,2,1633,5231
5.7,-73.965411,40.763542,-73.954223,40.77016,2,978,3335
20.5,-73.989908,40.767247,-74.010137,40.720075,4,2099,4080
5.7,-73.97376899999999,40.747749,-73.977845,40.734123,2,308,8522
6.1,-73.884987,40.692988,-73.884987,40.692988,2,545,4653
10.5,-73.985014,40.738516,-73.963001,40.775135,2,1651,2412
10.0,-73.96902800000001,40.754395,-73.948758,40.777852,2,2031,6543
4.9,-73.97568199999999,40.787995,-73.976678,40.776441999999996,2,462,4721
2.9,-74.012035,40.747907,-74.012148,40.746697,2,676,1633
4.9,-73.973333,40.743833,-73.977713,40.751459999999994,2,806,5352
5.5,-73.99816700000001,40.750045,-73.989677,40.744912,4,2025,7158
33.5,-73.9438324,40.83579636,-74.01383972,40.70235825,2,2237,4987
9.0,-73.989565,40.767505,-73.99719,40.760277,4,1595,4624
4.5,-73.982332,40.769287,-73.98411,40.761717,4,2040,7694
4.5,-73.98140500000001,40.741271999999995,-73.97165,40.746552,2,835,9078
9.7,-74.005775,40.745495,-73.977129,40.75178,2,71,3090
7.3,-73.983962,40.725396999999994,-74.00426800000001,40.721073,2,1217,683
6.5,-73.967554,40.803090000000005,-73.98121,40.781535999999996,4,430,3624
23.0,-73.97166443,40.79497147,-73.99957275,40.72832108,2,2307,7313
10.5,-74.004864,40.742564,-73.97989,40.739467,2,678,3231
10.5,-73.981938,40.744894,-74.005338,40.745974,2,1725,6611
6.5,-73.980622,40.745157,-73.97577700000001,40.755863,2,610,4174
4.9,-73.956664,40.766989,-73.961371,40.772639,2,890,3342
7.5,-73.98870699999999,40.734343,-73.991737,40.722582,2,1802,8314
7.7,-73.952795,40.776641999999995,-73.96531999999999,40.759412,7,430,4721
13.3,-73.983301,40.743722,-73.964523,40.710758,2,786,6763
11.0,-73.985905,40.74695,-74.00211999999999,40.724325,2,1565,6306
10.9,-73.95925799999999,40.767582,-73.990297,40.729233,2,831,8329
6.0,-73.974267,40.75104,-73.982512,40.742592,2,1690,7560
6.0,-73.976727,40.788222,-73.982272,40.775337,6,2021,4378
10.5,-73.921262,40.743615000000005,-73.967383,40.765162,2,909,3230
12.0,-73.97654,40.790712,-73.98687199999999,40.769192,2,1346,3634
11.5,-73.992488,40.73157,-73.985167,40.755113,2,1543,3785
17.5,-73.969675,40.75768,-74.005165,40.731491999999996,5,1703,3829
12.0,-73.982313,40.768461,-73.97318299999999,40.763971000000005,2,1809,4563
11.3,-73.939378,40.815796999999996,-73.971867,40.765775,2,883,1520
6.1,-73.993705,40.746777,-74.00610999999999,40.73307,2,1074,5347
4.0,-74.001357,40.741275,-73.99466,40.745642,2,1566,1090
4.5,-73.95864399999999,40.772758,-73.947013,40.777503,2,1755,9143
9.7,-73.984891,40.748593,-73.949589,40.769847,2,373,627
3.7,-73.970895,40.761315,-73.96863,40.758763,2,393,861
52.0,-73.784925,40.648557000000004,-73.98395,40.76985,2,1679,8805
18.0,-73.97737099999999,40.788635,-74.009668,40.73324,2,1712,6694
4.9,-73.982164,40.735884999999996,-73.973708,40.729327000000005,2,520,3160
6.5,-73.997734,40.741513,-73.997734,40.741513,2,773,4395
9.5,-73.975972,40.748721999999994,-74.001088,40.730947,8,1677,8654
7.5,-74.000662,40.73579,-73.987972,40.740840000000006,5,1749,8586
10.0,-74.00935,40.716937,-73.99502199999999,40.750046999999995,2,1860,4828
9.3,-73.98915500000001,40.773365000000005,-73.968092,40.761885,2,19,2614
52.0,-73.97235699999999,40.755633,-73.97235699999999,40.755633,2,1581,8250
7.0,-73.985067,40.727812,-73.973442,40.743745000000004,2,2178,2563
12.5,-73.991064,40.734083,-73.975779,40.776241999999996,2,212,8927
7.3,-73.970433,40.760703,-73.97823299999999,40.756634999999996,4,752,2980
4.0,-73.982049,40.768747,-73.98623,40.771902000000004,2,1435,1657
4.5,-73.97785,40.748501,-73.98688800000001,40.749084,2,1682,8227
6.0,-73.977591,40.758063,-73.973072,40.763646,6,2176,3199
10.1,-73.979538,40.743981,-73.946895,40.772515000000006,2,646,6265
9.3,-73.956245,40.771602,-73.990963,40.750609999999995,6,1202,1114
3.7,-73.9822,40.7682,-73.9788,40.7632,2,948,8519
8.5,-73.98814899999999,40.743668,-73.997849,40.720636,4,1021,306
12.1,-73.97246,40.781205,-73.9921,40.752645,2,1145,5265
5.0,-73.945522,40.786465,-73.95465,40.781005,4,1891,8469
8.9,-73.98708,40.754477,-73.978538,40.729653000000006,2,440,7949
10.1,-73.990695,40.728322,-73.997858,40.756462,4,986,153
11.5,-73.97999399999999,40.781038,-73.948335,40.780578000000006,2,1529,7030
4.5,-73.981628,40.778442,-73.971428,40.792685,2,85,8881
31.7,-73.982972,40.756096,-73.861735,40.768386,2,1123,6088
7.3,-73.99413299999999,40.751059999999995,-73.98756,40.754537,2,870,2930
4.5,-73.955155,40.783387,-73.961027,40.775345,2,1852,6580
12.5,-73.95421,40.770278000000005,-73.98902,40.740717,2,558,7115
52.9,-73.982771,40.761852000000005,-73.962296,40.590033,2,1018,7450
6.1,-73.85041700000001,40.837168,-73.85041700000001,40.837168,7,1032,5070
5.5,-73.96025,40.773182,-73.9652,40.766205,2,1570,5797
7.8,-73.980712,40.744863,-73.991101,40.76021,2,9,7585
4.5,-73.973681,40.748067,-73.981022,40.741704999999996,2,277,4128
8.5,-73.998174,40.735428999999996,-73.977197,40.752399,2,2015,3109
5.5,-73.98581,40.731,-73.98550999999999,40.72333,7,2117,7919
4.0,-73.97426999999999,40.751059999999995,-73.97106,40.754909999999995,6,1889,5825
7.7,-73.99789200000001,40.729046999999994,-74.013922,40.71693,2,1046,8164
16.1,-73.913687,40.765605,-73.95519,40.764952,2,704,1508
15.5,-73.968228,40.757341,-73.95192800000001,40.809108,2,1911,9076
6.9,-73.993452,40.742191999999996,-74.006872,40.751387,2,483,3167
8.1,-73.99371500000001,40.732782,-73.980426,40.746212,4,266,5298
6.9,-73.981738,40.762325,-73.993361,40.744027,4,570,7204
12.9,-74.0089,40.7094,-73.9854,40.7562,0,1034,6703
7.3,-73.954598,40.789446999999996,-73.96780600000001,40.762769,2,1182,6135
6.5,-74.00492,40.746935,-74.008522,40.740546,2,1566,6475
4.0,-74.000425,40.738002,-73.99949000000001,40.743877000000005,2,2171,397
12.9,-73.972287,40.750382,-73.922663,40.760913,5,569,501
6.5,-73.97569200000001,40.752039,-73.97583399999999,40.765055,5,792,6418
10.1,-73.95983299999999,40.779887,-73.96271800000001,40.754758,2,242,5746
4.5,-73.965152,40.758632,-73.96800999999999,40.763816999999996,2,740,3660
8.9,-73.981473,40.728968,-74.004587,40.747282,2,1018,7851
8.9,-74.007322,40.727416999999996,-73.989205,40.750237,2,1333,1845
10.0,-74.003297,40.713786999999996,-74.00359300000001,40.736284999999995,2,1380,4535
10.5,-73.987711,40.759812,-73.980141,40.78344,2,1762,5424
18.5,-74.007243,40.705354,-73.993567,40.752069,2,1361,4657
6.5,-73.954605,40.780362,-73.973295,40.785042,7,1746,7906
8.0,-73.973667,40.763047,-73.99072,40.756246999999995,2,2133,207
16.5,-73.9888916,40.7269783,-73.98593903,40.77285767,4,2259,895
8.1,-73.968175,40.753834999999995,-73.984847,40.725867,2,511,7266
9.3,-73.988507,40.737133,-73.988726,40.75783,4,874,4296
28.9,-73.87276700000001,40.773984999999996,-73.98390699999999,40.764247,4,979,6253
4.9,-73.97525300000001,40.725021999999996,-73.98740699999999,40.733418,7,1077,2029
52.0,-73.95551,40.76166,-73.95836800000001,40.758507,7,1478,4703
12.0,-74.012878,40.716947999999995,-73.99314,40.73744,2,1683,3545
14.0,-74.00291700000001,40.72507,-74.008962,40.707086,4,2116,7923
8.2,-73.980812,40.744594,-73.996219,40.760795,4,31,1092
6.9,-74.002147,40.729543,-73.979438,40.753182,2,462,1548
6.0,-73.95764923,40.76553726,-73.95774841,40.77628326,7,2258,7374
7.7,-73.967316,40.756828999999996,-73.99012900000001,40.757449,2,343,7889
9.7,-73.95306,40.775940000000006,-73.97600200000001,40.744725,2,906,8164
9.3,-74.00285799999999,40.744413,-73.985505,40.727713,2,210,4624
6.5,-73.991664,40.738881,-73.976258,40.748295,4,214,7142
10.1,-73.98840799999999,40.774491,-73.969966,40.758931,2,538,6952
4.9,-74.00983599999999,40.71502,-74.011218,40.706948,2,1014,5034
7.5,-73.975707,40.760172999999995,-73.957261,40.768576,2,1400,5381
4.5,-73.997537,40.720804,-74.00510200000001,40.719126,6,1959,196
9.3,-74.00344100000001,40.727064,-73.988998,40.758489000000004,2,1163,5711
12.0,-74.0106,40.718787,-73.997005,40.725455,2,1371,3391
13.0,-73.99416351,40.751064299999996,-74.00563049,40.72589111,2,2347,5101
6.5,-73.993981,40.726827,-74.003105,40.738776,2,216,5984
10.9,-73.954628,40.744273,-73.91470799999999,40.77563,2,583,854
5.3,-73.960327,40.761756,-73.951239,40.777756,2,706,6408
12.0,-73.96615200000001,40.762627,-73.973008,40.740372,2,1513,2169
10.9,-73.984797,40.754107,-73.956113,40.763798,2,173,4876
6.5,-73.985262,40.727632,-73.97102199999999,40.751222,2,419,150
6.5,-73.983777,40.765009,-73.977681,40.753194,2,1797,2660
20.9,-73.99183199999999,40.726271999999994,-73.95946500000001,40.642563,7,86,513
8.1,-74.008076,40.710592999999996,-74.002386,40.739884,2,695,3268
4.1,-74.008567,40.711612,-74.013605,40.702337,2,1289,503
10.5,-73.991315,40.75976,-73.96445600000001,40.757158000000004,2,1637,6811
11.0,-73.981957,40.762741999999996,-73.98735699999999,40.741702000000004,2,1858,6298
7.5,-73.99152,40.744626000000004,-74.005628,40.744425,2,1956,7579
14.9,-73.933083,40.709495000000004,-73.911188,40.769636,2,234,1291
7.3,-73.955662,40.779745,-73.967062,40.763897,5,890,2953
12.9,-73.97245,40.743339,-74.013465,40.707957,2,1137,1699
10.5,-73.97887800000001,40.755949,-73.97362700000001,40.782959000000005,2,1636,3618
23.0,-73.98405799999999,40.744152,-73.94468499999999,40.708672,8,1656,6407
33.33,-73.98139499999999,40.759025,-73.874333,40.713575,2,2110,9409
10.0,-73.980822,40.738021999999994,-73.971272,40.76027,2,1405,434
32.83,-73.872997,40.774072,-73.985907,40.753992,7,1890,9468
6.9,-73.97906,40.784825,-73.95665799999999,40.780862,7,810,6461
7.3,-73.997962,40.72436,-74.00710699999999,40.706012,2,1017,8475
5.7,-73.993273,40.752083,-73.977523,40.751713,4,323,8054
30.27,-73.870827,40.773695000000004,-73.980992,40.773367,4,377,4416
31.47,-73.885182,40.773015,-73.974564,40.764789,4,545,4257
6.9,-73.99150999999999,40.749896,-73.970685,40.758657,2,904,1865
9.0,-73.99165699999999,40.726588,-73.973164,40.755377,2,1342,423
9.3,0.0,0.0,0.0,0.0,2,1005,130
19.0,-73.988795,40.745048,-74.011977,40.7095,2,1752,3987
10.0,-73.99144,40.75005,-73.96812,40.760020000000004,2,2101,8946
11.5,-73.99389648,40.74632263,-73.96691132,40.75760651,2,2343,7532
4.9,-73.979201,40.786615999999995,-73.982364,40.776241,2,396,8845
8.9,-73.981207,40.741521999999996,-73.98608,40.764332,6,1276,7888
10.9,-74.011258,40.702117,-73.977902,40.736605,7,441,6368
4.1,-73.973685,40.763655,-73.977427,40.758158,2,748,5569
13.0,-73.980025,40.742461999999996,-73.99539,40.759696999999996,2,1509,7359
10.5,-73.993567,40.745677,-73.963445,40.761692,2,1742,2608
10.5,-73.853338,40.727057,-73.88075,40.750161999999996,2,1781,9299
14.5,-73.972612,40.744902,-73.98179,40.773596999999995,2,1747,7021
20.0,-73.962293,40.779322,-73.98862700000001,40.758482,2,2102,3917
4.5,0.0,0.0,0.0,0.0,2,504,3113
19.0,-73.98445699999999,40.768913,-74.00320500000001,40.723960999999996,2,1720,7216
8.0,-73.97483063,40.76169205,-73.98860168,40.74803543,2,2302,8099
11.3,-73.959748,40.771096,-73.978509,40.754128,2,251,2777
6.5,-73.972352,40.689603000000005,-73.96509499999999,40.674978,7,609,9579
11.3,-73.98834000000001,40.737368,-74.015327,40.708527000000004,2,764,8560
4.9,-73.98647700000001,40.755955,-73.998243,40.760828000000004,2,176,184
12.5,-73.960433,40.761852000000005,-74.00880699999999,40.740675,7,874,9440
6.1,-73.987577,40.741883,-73.97462,40.759207,2,1323,3346
12.5,-73.995653,40.749353,-73.979814,40.764962,2,824,7230
6.9,-73.967885,40.762737,-73.982037,40.749842,2,89,5813
10.1,-73.982138,40.771613,-73.979167,40.747027,2,1100,3198
8.5,-73.967088,40.793365,-73.978238,40.76467,2,1100,5587
7.5,-73.985405,40.735545,-73.98591,40.719287,4,1547,6867
7.7,-73.9849,40.6753,-74.0104,40.6552,0,1036,8658
7.3,-74.006395,40.739581,-73.989386,40.757779,2,1237,880
8.5,-73.962402,40.778918,-73.965316,40.758176,2,1505,5609
3.7,-73.988415,40.734569,-73.980204,40.733579,2,149,638
4.5,-73.97733199999999,40.749611,-73.97263000000001,40.756788,4,135,4081
6.1,-73.969808,40.764625,-73.95490799999999,40.780871999999995,2,518,6756
7.7,-74.00102,40.731297999999995,-73.981303,40.758857,4,1007,4464
11.0,-73.958252,40.712627000000005,-73.933667,40.698091999999995,2,1440,1181
7.5,-73.97383118,40.74082184,-73.99143219,40.73258209,2,2323,1576
11.7,-73.996086,40.760773,-74.004948,40.716265,2,1025,2091
3.3,-73.991848,40.725963,-73.98886800000001,40.731466999999995,2,1056,1101
11.3,-73.9837,40.7758,-73.9853,40.7413,0,1079,1686
11.0,-73.946381,40.816291,-73.91380799999999,40.828628,2,2047,385
5.7,-73.97612,40.788975,-73.98203199999999,40.773267,2,586,6161
8.0,-73.97878299999999,40.766702,-73.955945,40.784937,5,1447,7201
7.5,-73.965193,40.79526,-73.95255999999999,40.802177,2,2130,6971
4.5,-73.985781,40.762187,-73.977863,40.757178,2,290,5149
4.9,-73.993711,40.7417,-73.981675,40.749037,2,960,7422
20.1,-73.99283199999999,40.747890000000005,-73.950455,40.67344,2,1240,7734
9.5,-73.989347,40.747592,-73.96549,40.771577,2,1718,8522
5.0,-73.955145,40.765156,-73.962663,40.773241,2,2114,7195
8.5,-73.982488,40.735336,-74.005965,40.719586,4,400,8694
49.57,-73.98824499999999,40.757376,-73.782388,40.648765999999995,2,744,3923
5.0,-73.969492,40.757217,-73.96629,40.763272,2,2044,5411
12.0,-73.995828,40.7403,-73.991127,40.755497999999996,2,2068,5043
9.0,-73.97652435,40.75686646,-73.96230316,40.77912521,2,2263,2714
11.5,-73.98062,40.77496,-73.975317,40.752322,2,2114,3144
6.0,-73.972679,40.762085,-73.956572,40.767123,2,2171,8846
7.0,-73.99049377,40.72464371,-73.98793793,40.71913147,4,2300,5455
33.47,-73.862759,40.768803999999996,-73.984802,40.761568,2,257,4403
30.33,-73.94974,40.780359000000004,-73.872029,40.774531,2,1733,2085
36.04,-73.97425842,40.75028992,-73.87251282,40.77428818,2,2343,4726
12.1,-73.992675,40.69363,-74.001012,40.731683000000004,2,43,8095
5.7,-73.970713,40.761618,-73.979352,40.75009,2,674,4508
20.1,-73.988393,40.723124,-73.951509,40.798642,4,754,8295
5.7,-73.98304300000001,40.763237,-73.980812,40.758727,2,1263,2806
5.0,-74.006662,40.733625,-73.999555,40.729789000000004,2,1807,7795
4.1,-73.955533,40.782918,-73.94958199999999,40.785358,2,124,1819
28.1,-73.994197,40.703299,-73.952688,40.801629999999996,4,225,9494
23.5,-74.0051,40.725537,-74.005147,40.713687,7,799,6249
12.1,-73.99733,40.71929,-73.96953,40.757317,5,1305,4992
14.5,-73.8744,40.77397,-73.93539,40.756212,2,1546,9063
8.5,-73.986902,40.761082,-73.969945,40.7844,2,1604,7090
8.5,-73.96026611,40.76593018,-73.96413422,40.76398468,2,2223,5760
13.3,-74.00280500000001,40.720009999999995,-74.003028,40.748067999999996,7,114,4172
7.3,-73.969927,40.762868,-73.974467,40.753523,2,697,4588
26.5,-73.98224,40.732040000000005,-73.917622,40.87105,2,1252,428
7.7,-73.992855,40.74895,-73.98825500000001,40.729645,5,241,4011
10.5,-73.974463,40.761520000000004,-73.985262,40.744608,7,335,8345
7.5,-73.974198,40.737041999999995,-73.984157,40.748006,2,1477,3635
11.5,-73.99303436,40.69291687,-73.96274567,40.68806458,2,2203,7435
6.9,-73.983925,40.73838,-73.99910799999999,40.738377,2,430,2772
5.3,-73.99282,40.740327,-73.980251,40.735198,2,742,4820
8.9,-74.007224,40.728266999999995,-73.980726,40.737952,2,1139,6397
13.5,-73.992277,40.727433000000005,-73.95416999999999,40.770398,2,1553,395
8.1,-73.986657,40.721548,-73.990837,40.745632,2,428,2352
7.7,-73.954116,40.763925,-73.973013,40.759026,2,431,4243
7.3,-73.991763,40.729392,-73.99563,40.746625,7,843,9357
13.5,-73.95661,40.771063,-74.001072,40.738104,2,1515,9182
21.5,-73.95568085,40.80413055,-73.99777222,40.73696136,2,2326,320
11.7,-73.983014,40.763115,-73.991515,40.749895,4,227,1667
4.5,-73.99165500000001,40.738772,-74.00353299999999,40.741046999999995,7,291,4153
49.8,0.0,0.0,0.0,0.0,2,839,8574
6.1,-73.982865,40.76319,-73.982732,40.760355,4,1189,5238
5.3,-73.991427,40.747122,-74.001177,40.740041999999995,2,1289,2415
13.3,-73.994753,40.753642,-74.005643,40.725928,7,1334,9533
7.5,-74.00152800000001,40.71958,-73.989884,40.726388,2,1414,5865
18.5,-73.963687,40.757132,-74.005546,40.726114,2,1525,95
7.5,-73.98261,40.772242,-74.00264,40.755995,8,1980,1425
10.9,-73.971059,40.76155,-74.00504699999999,40.739944,2,645,353
3.3,-73.995137,40.744685,-73.98934799999999,40.747882000000004,2,782,5763
7.7,-73.981202,40.781682,-74.002718,40.760676000000004,2,1314,5263
8.0,-74.00565338,40.75074768,-74.00822449,40.7374649,5,2342,9405
7.3,-74.001786,40.75074,-73.981471,40.740704,5,560,6626
5.0,-73.98747,40.719892,-73.98170999999999,40.73104,2,1389,7721
8.5,-73.99458299999999,40.760959,-73.974355,40.759167,2,1610,1696
11.3,-73.982675,40.748427,-73.95038199999999,40.793063000000004,2,228,7539
9.3,-73.963335,40.777539000000004,-73.982109,40.769787,2,500,6445
4.9,0.0,0.0,0.0,0.0,2,599,4802
23.0,-73.957382,40.729752000000005,-73.99969200000001,40.72848,2,1391,250
12.5,-73.998411,40.717141999999996,-73.984434,40.759125,2,2162,2661
7.3,-73.989708,40.734358,-74.001964,40.726402,2,407,8090
6.9,-73.991587,40.759887,-73.977275,40.782833000000004,2,528,9573
18.9,-74.007231,40.708738000000004,-73.974163,40.788915,2,595,241
8.1,-73.973802,40.76328,-73.993012,40.74158,2,798,9254
20.0,-73.990323,40.766614000000004,-73.944941,40.721631,2,1626,7629
27.7,-73.870908,40.773728000000006,-73.96583000000001,40.756078,2,727,4080
12.0,-73.985597,40.744612,-73.979275,40.766884999999995,2,1379,6571
14.5,0.0,0.0,0.0,0.0,2,1473,4046
20.5,-74.006857,40.735703,-73.951107,40.727835999999996,2,1886,9353
11.5,-73.986815,40.751484999999995,-73.97195,40.763267,2,2073,6925
38.5,-73.99913025,40.73418808,-73.93711853,40.85654831,2,2346,9083
12.1,-73.966616,40.76247,-73.998942,40.734029,4,874,7407
6.5,-73.953965,40.76637,-73.971245,40.746134999999995,2,949,5282
11.0,-73.988132,40.769845000000004,-73.95829,40.810437,4,1471,246
5.5,-73.95151700000001,40.793494,-73.949826,40.80225,2,2063,6677
9.0,-73.977441,40.729209000000004,-73.996526,40.723787,2,2147,3605
6.1,-73.979517,40.777112,-73.966243,40.789408,2,111,1876
10.5,-73.985845,40.727002,-73.987633,40.761233000000004,5,173,807
6.1,-73.969914,40.79971,-73.97537,40.782193,2,582,6630
8.1,-73.96974300000001,40.753525,-73.99103199999999,40.750567,2,167,7295
8.1,-73.98371999999999,40.729682000000004,-73.99226,40.749393,5,73,83
7.7,-73.983362,40.744807,-73.99049699999999,40.723462,7,1220,7059
5.0,-73.96119,40.760639000000005,-73.95419100000001,40.764010999999996,2,1495,4699
9.5,-73.992113,40.749252,-73.986593,40.730022,2,1631,6165
6.5,-73.947518,40.783511,-73.953376,40.771156,2,258,3610
4.5,-73.968734,40.762240999999996,-73.96027099999999,40.759084,2,2117,2249
5.7,-73.98455600000001,40.728638000000004,-73.99888100000001,40.733796000000005,2,512,3864
9.7,-73.959357,40.781234999999995,-73.98019000000001,40.76262,2,1331,5575
9.0,-73.98190308,40.77336121,-73.97132111,40.755916600000006,2,2223,9454
6.5,-74.00138299999999,40.730968,-73.982538,40.739521999999994,4,324,6249
16.9,-73.960717,40.781033,-73.986783,40.729803000000004,2,503,3684
8.9,-73.95210300000001,40.777652,-73.972042,40.747240000000005,7,575,822
10.1,-73.99215699999999,40.721378,-73.946788,40.725122,2,937,7717
6.5,-73.982998,40.75448,-73.989678,40.74165,5,969,9047
6.1,-73.969375,40.763778,-73.955362,40.782543,2,1052,7790
10.1,-73.978779,40.782495000000004,-73.946361,40.775527000000004,2,1215,3897
7.0,-74.0026,40.726642,-73.989272,40.729341999999995,2,1428,8272
17.0,-74.016272,40.706117,-73.987158,40.750547,7,1516,3521
20.83,-74.00720600000001,40.727043,-73.998515,40.681469,2,1710,6500
15.5,-73.958575,40.800222999999995,-73.979889,40.754889,2,1838,2092
10.9,-73.985022,40.763903000000006,-74.007795,40.740579,4,269,133
5.7,-73.9616,40.771217,-73.97395999999999,40.757085,7,840,3214
12.5,-73.98635864,40.76215363,-73.95449066,40.78668213,2,2299,7123
8.9,-73.973945,40.757182,-73.986738,40.729877,4,708,6996
12.9,-73.93760400000001,40.812942,-73.985109,40.759716999999995,2,786,1483
8.1,-73.947347,40.780302,-73.974687,40.763771999999996,2,843,1628
6.1,-73.967003,40.772417,-73.96885999999999,40.761146999999994,0,1193,2779
3.5,-73.960852,40.77538,-73.95405699999999,40.773742,2,1684,2494
5.3,-73.983707,40.753102,-73.990873,40.756318,5,640,7546
9.7,-74.012934,40.716545,-73.98200600000001,40.727794,4,1157,8552
6.9,-73.966429,40.766011999999996,-73.974489,40.751915000000004,2,941,2343
4.1,-73.988517,40.769237,-73.982433,40.776185,2,1109,6977
12.1,-73.95845200000001,40.781575,-73.991862,40.76065,2,567,5439
7.3,-73.98609300000001,40.738385,-74.00141500000001,40.717652,7,1138,233
9.7,-74.007498,40.743384000000006,-73.973584,40.757292,2,1321,555
4.1,-73.98033000000001,40.74907,-73.976398,40.745893,2,253,3898
9.3,-73.969447,40.760995,-74.000901,40.74633,2,515,8743
13.3,-73.97273299999999,40.754625,-74.005123,40.741368,4,893,7595
5.3,-73.961558,40.758347,-73.956123,40.767571999999994,4,1283,7790
19.0,-73.978267,40.78222,-73.98201,40.727632,7,1664,444
16.5,-73.976168,40.75233,-74.013987,40.717055,7,636,5871
8.9,-73.997865,40.740758,-73.984487,40.757573,5,303,8382
20.5,-73.98670200000001,40.767783,-73.986575,40.716753000000004,2,356,3354
26.5,-73.982045,40.768425,-73.904829,40.774048,2,1586,4730
52.0,-73.79075999999999,40.646777,-73.99368,40.731962,2,1767,2411
4.9,-73.948947,40.784875,-73.94998299999999,40.79302,7,790,8540
51.1,-73.998511,40.738946999999996,-74.177341,40.695125,4,1335,4173
10.0,-73.98123000000001,40.780845,-73.979771,40.753439,2,1884,1795
6.5,-73.96522522,40.77249527,-73.97588348,40.75988388,2,2281,2101
6.1,-74.016358,40.709663,-74.00520300000001,40.720102000000004,2,60,2289
14.9,-73.995778,40.742787,-73.958373,40.77922,2,650,6154
8.0,-73.970349,40.752721,-73.991453,40.750023,2,1701,2284
9.7,-73.98413199999999,40.746957,-73.957938,40.774613,4,201,5225
3.5,-73.964776,40.80161,-73.961025,40.806655,2,1574,7896
17.0,-73.96183,40.79549,-74.00428199999999,40.74225,2,1609,264
7.0,-73.98357,40.766385,-73.98465300000001,40.779567,2,2060,8430
8.9,-73.980592,40.76791,-73.989908,40.748973,7,244,4612
4.1,-73.976577,40.756085,-73.972,40.762797,7,538,4218
10.0,-73.99091800000001,40.749821999999995,-73.964442,40.753915,2,1411,6299
8.0,-73.979967,40.765622,-73.983073,40.759947,4,2150,8769
7.0,-73.9529953,40.7794838,-73.96185303,40.76855087,2,2294,7631
10.5,-73.999927,40.727035,-73.97787199999999,40.751277,2,1125,3703
4.9,-73.99427,40.751037,-73.986408,40.760655,2,1327,5070
19.0,-73.98151800000001,40.749953999999995,-73.94527,40.702721999999994,2,1898,127
11.5,-73.987145,40.755786,-73.982275,40.731931,2,2033,9607
20.5,-73.97245789,40.78662109,-73.93891144,40.85377121,2,2243,4228
5.7,-73.992715,40.746145,-73.987356,40.743096,2,118,3633
7.7,-73.997147,40.722146,-73.978673,40.736698,2,1010,6198
15.7,-73.964842,40.775527000000004,-73.99313000000001,40.755016999999995,2,1319,6938
5.0,-73.990298,40.718945,-73.996752,40.721267,2,2034,406
5.5,-73.95687,40.769812,-73.960792,40.774087,2,2147,1954
12.5,-73.96523285,40.75524902,-73.97318268,40.79011154,2,2224,2661
6.9,-73.960717,40.761337,-73.95366800000001,40.778748,6,56,4178
6.9,-73.977796,40.754881,-73.959722,40.771958000000005,2,85,5264
4.9,-73.978437,40.783291999999996,-73.975767,40.776307,2,1113,5472
4.5,-73.97924499999999,40.740703,-73.987376,40.729591,2,2147,4690
3.7,-73.983313,40.764485,-73.98376800000001,40.766388,2,27,4080
5.7,-73.981262,40.750528,-73.978083,40.758109999999995,2,707,2538
7.3,-73.975403,40.749207,-73.958278,40.770922,2,804,5986
6.1,-73.964443,40.760384,-73.979237,40.744406,2,909,349
13.0,-73.973547,40.74788,-74.010577,40.719787,2,1583,1612
