fare_amount,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
5.5,-73.98892,40.736752,-73.982005,40.746692,2
4.5,-73.99727,40.74172100000001,-74.004173,40.731487,2
4.5,-73.952782,40.786653,-73.953843,40.779,7
10.9,-74.004604,40.721383,-73.986586,40.761687,2
3.5,-73.966635,40.767332,-73.966635,40.767332,2
7.5,-73.98088,40.759517,-73.981703,40.758667,4
7.7,-73.953884,40.766286,-73.963693,40.754545,2
10.5,-73.983075,40.744927,-73.988198,40.765642,2
6.5,-73.992151,40.753948,-73.978087,40.752223,2
7.3,-73.95474499999997,40.763804,-73.977825,40.773533,2
9.7,-73.961168,40.80168,-73.982102,40.769473,2
4.1,-73.982112,40.721073,-73.99224,40.725313,0
5.0,-73.976952,40.743387,-73.98440699999998,40.733167,2
7.0,-73.96600000000002,40.76228,-73.95333199999997,40.76694000000001,2
9.5,-73.962908,40.772632,-73.97126999999998,40.785247,2
4.5,-73.982615,40.75219,-73.990012,40.756947,7
13.0,-73.964667,40.769792,-73.972667,40.79246,2
7.5,-73.99988499999998,40.726812,-74.00429,40.740555,5
6.5,-73.969325,40.757832,-73.956583,40.775402,6
15.0,-73.97736,40.779475,-73.993815,40.742472,7
3.7,-73.961363,40.760403,-73.96136,40.765867,2
8.2,-73.987687,40.719869,-74.004588,40.740683,2
3.7,-73.951208,40.770272,-73.952936,40.775815,2
9.3,-73.988874,40.731465,-73.996013,40.760011,2
13.5,-73.99086700000002,40.756212,-73.977907,40.734166,2
9.5,-73.985917,40.734935,-73.964743,40.755822,7
15.0,-73.994265,40.75088,-73.98808299999997,40.73790200000001,2
5.3,-73.98594,40.758212,-73.980793,40.765878,2
10.5,-73.98259200000003,40.7451,-73.991125,40.732057,2
7.3,-73.976345,40.780867,-73.978138,40.763137,4
8.1,-73.958378,40.772867,-73.98063,40.744963,4
7.0,-74.00527,40.718337,-74.005463,40.73814,4
9.3,-73.951195,40.785387,-73.974397,40.753365,2
18.5,-74.003332,40.714683,-73.994463,40.750801,2
7.5,-73.977251,40.779467,-73.978223,40.763997,2
8.5,-73.97758484,40.76353073,-73.95084381,40.77166367,7
14.5,-73.989952,40.735212,-73.95371,40.78788,2
11.3,-73.98740600000002,40.72535,-73.948621,40.778071,2
5.0,-73.98531,40.735826,-73.977304,40.746924,2
9.5,-73.969247,40.753882,-73.990238,40.751507,5
8.0,-73.973721,40.784332,-73.95805,40.781975,2
8.5,-73.96918199999998,40.790712,-73.9931,40.755297,7
7.0,-73.97656500000002,40.780433,-73.962012,40.775375,2
3.3,-73.965766,40.76265,-73.961843,40.767961,2
4.1,-73.97386,40.763278,-73.97612,40.758687,2
9.3,-73.979105,40.789065,-73.97238,40.762912,7
10.0,-74.000812,40.731952,-73.972037,40.75431500000001,2
5.7,-73.98416,40.758111,-73.99319200000002,40.752949,2
5.7,-73.97431,40.791393,-73.982175,40.776197,2
5.0,-73.949802,40.789782,-73.956055,40.781508,2
4.5,-73.962331,40.767853,-73.966897,40.763886,2
14.0,-73.99786999999998,40.755825,-73.975137,40.73345,2
4.5,-73.984875,40.75865200000001,-73.984875,40.75865200000001,2
10.9,-73.982077,40.77180300000001,-73.983412,40.762352,2
12.9,-73.984691,40.759012,-74.010137,40.70976,2
6.5,-73.982987,40.759127,-73.975548,40.751888,7
6.1,-73.973658,40.759922,-73.962273,40.776038,2
8.0,-73.995163,40.739348,-73.981053,40.758238,2
13.7,-73.980372,40.758795,-73.953998,40.77946,2
12.5,-73.982102,40.763281,-73.947289,40.78185300000001,2
8.5,-73.980133,40.780615,-73.954759,40.78412700000001,2
16.5,-73.980747,40.750243,-74.012541,40.70164000000001,4
4.5,-73.980248,40.74270300000001,-73.974835,40.747655,2
5.0,-73.982287,40.762515,-73.97847800000002,40.7583,7
4.5,-73.972459,40.795821,-73.972813,40.786724,2
6.0,-73.97938538,40.7635231,-73.97763062,40.75525284,2
9.5,-73.97275,40.74364,-73.99025,40.73708,7
7.3,-73.971867,40.763951,-73.951193,40.769241,2
9.5,-73.952588,40.776843,-73.97277,40.75565200000001,2
21.5,-73.96704865,40.76914978,-74.01091766,40.70314026,2
5.3,-73.99291,40.748244,-73.99044599999998,40.737392,2
2.5,-73.983574,40.75296,-73.983467,40.752849,2
10.5,-73.982568,40.739613,-73.95387,40.77500300000001,2
6.0,-73.992935,40.76301,-73.99104399999997,40.757974,2
9.5,-73.977515,40.742372,-73.951515,40.766447,2
13.5,-73.9944,40.75072,-73.97795,40.75427,2
9.0,-73.97223663,40.74961472,-73.97931671,40.72754669,2
18.5,-73.994279,40.75087,-74.00417900000002,40.705822,5
4.5,-73.99748699999998,40.736237,-73.989408,40.74395300000001,2
7.0,-73.95442800000002,40.77864,-73.951712,40.769585,4
9.0,-73.98223114,40.76791763,-73.97649384,40.74964905,2
6.1,-74.001695,40.741013,-73.984966,40.764401,2
9.3,-74.008797,40.717975,-73.98778100000001,40.744056,2
6.5,-73.984593,40.774057,-73.96603,40.76623,4
6.0,-73.98105699999998,40.747562,-73.97653000000003,40.75715200000001,2
4.0,-73.978589,40.723895,-73.983724,40.71892,2
13.7,-74.000113,40.733058,-73.96106999999998,40.719011,2
9.0,-73.952395,40.772907,-73.96335699999999,40.75354,4
5.3,-73.996276,40.738248,-73.983273,40.744339,2
11.3,-74.002153,40.740082,-73.971108,40.758222,2
6.5,-73.971967,40.782172,-73.953255,40.773375,2
18.5,-73.95336999999998,40.767939,-74.011346,40.702504,2
12.5,-73.993278,40.730093,-73.986777,40.771552,5
7.7,-73.986851,40.75943,-73.989347,40.740665,2
13.0,-73.959972,40.766449,-73.995513,40.7308,2
5.3,-73.9644,40.7675,-73.9816,40.774,0
4.1,-74.005645,40.750907,-73.99732900000002,40.747314,2
18.0,-73.963555,40.763548,-74.00613,40.734659,2
12.0,-73.98576,40.756365,-73.99431700000002,40.724772,2
12.0,-74.016099,40.711322,-73.996372,40.73766,4
5.0,-73.973315,40.76391,-73.981882,40.752989,2
6.5,-73.982833,40.754775,-73.976801,40.739237,2
5.7,-73.974915,40.757167,-73.99114399999998,40.75635,2
6.1,-73.96762700000002,40.715802,-73.96762700000002,40.715802,4
6.0,-73.999223,40.734267,-74.006449,40.741467,2
2.5,-73.94841,40.744969,-73.94841,40.744969,2
4.5,-73.995677,40.73934000000001,-74.006025,40.733178,4
13.3,-73.985224,40.763859,-74.00488399999998,40.723285,2
14.0,-73.984873,40.769287,-73.98403,40.74408,4
11.0,-73.99548,40.759292,-73.965252,40.75833,2
12.0,-73.982675,40.773216,-73.947917,40.77621,2
4.9,-73.976825,40.748829,-73.98625899999998,40.73736,2
6.5,-74.005525,40.739587,-73.992062,40.725533,2
6.5,-74.003299,40.727089,-73.991785,40.735042,2
8.5,-73.96919399999999,40.800859,-73.980002,40.77084,2
9.5,-73.98194699999998,40.76911,-73.97067,40.75751,2
11.0,-73.984753,40.728302,-73.977932,40.748242,2
6.5,-73.97504,40.757095,-73.967028,40.748943,2
7.3,-73.992052,40.749318,-73.97884499999998,40.740848,7
6.5,-73.9822998,40.76298904,-73.98999786,40.75183868,2
8.1,-73.980853,40.742474,-73.957497,40.774606,2
16.1,-73.954797,40.78312,-73.99535300000002,40.740115,4
6.9,-73.95220400000002,40.786505,-73.960062,40.770872,2
19.0,-73.95619965,40.76771164,-73.9987793,40.72143936,2
5.7,-73.98950500000002,40.722829,-73.987217,40.71505300000001,4
10.1,-74.00055,40.74225,-73.98738,40.722515,2
5.0,-73.96289300000002,40.766498,-73.970161,40.75977,2
21.5,-73.98329926,40.76721954,-74.00898743,40.71691132,2
9.7,-73.980533,40.782904,-73.954627,40.805806,6
4.1,-73.98464200000002,40.761899,-73.977182,40.764339,2
4.5,-73.966392,40.762345,-73.971482,40.760722,2
19.0,-74.00915527,40.70321274,-74.00695038,40.73759079,2
6.5,-73.991047,40.765742,-73.977305,40.756022,4
6.1,-73.970145,40.756247,-73.956108,40.775837,2
4.9,-74.005055,40.746548,-73.994692,40.750594,2
8.9,-74.004387,40.742432,-73.979197,40.746127,2
11.0,-73.999937,40.74325200000001,-73.98853000000003,40.722842,2
7.3,-73.985515,40.741121,-74.003226,40.72688400000001,2
8.5,-73.974365,40.783378000000006,-73.999605,40.761278,4
16.1,-74.017288,40.70854600000001,-73.99161,40.726395,2
7.3,-74.001292,40.731337,-73.982615,40.745562,2
6.5,-73.970938,40.796026,-73.98182800000002,40.779708,2
19.0,-73.994937,40.739982,-73.982085,40.779622,2
6.9,-73.954174,40.787325,-73.97069300000003,40.788383,2
18.5,-73.99497,40.725062,-73.958712,40.77812700000001,4
10.9,-73.991058,40.730205,-73.968912,40.758975,4
6.9,-73.99054699999998,40.730618,-73.974735,40.744263,4
12.5,-73.96906,40.79843,-73.95414,40.76726,7
12.0,-74.002938,40.723424,-73.984011,40.743397,4
4.9,-73.98231,40.770955,-73.985505,40.763382,5
17.7,-73.9585,40.7809,-73.9937,40.7431,2
7.0,-73.993051,40.728517,-74.003211,40.734979,2
6.1,-73.950997,40.777652,-73.96695799999998,40.769082,2
9.7,-73.999507,40.725312,-73.982382,40.759327,2
4.5,-73.994598,40.742908,-73.993937,40.74466500000001,2
13.3,-73.961422,40.773362,-73.965325,40.7614,7
16.1,-74.002575,40.74948300000001,-73.961815,40.713743,7
7.7,-73.98405,40.727157,-74.00442199999998,40.743012,2
5.5,-73.98350699999997,40.718592,-73.986985,40.725962,4
7.3,-73.97024300000002,40.750715,-73.98573,40.764357,2
4.9,-73.97001800000002,40.753368,-73.962542,40.767027,4
8.5,-73.957307,40.774245,-73.973877,40.764317,5
5.7,-73.991366,40.74994,-73.988285,40.735668,4
16.1,-74.01111999999998,40.71622,-73.981022,40.738787,5
7.7,-73.98042,40.775567,-73.96856700000002,40.800742,4
11.0,-73.987998,40.732118,-73.989036,40.75622,4
7.7,-73.982591,40.762871,-73.988699,40.777738,2
12.1,-73.955567,40.782638,-73.990124,40.751563,2
11.7,-74.010448,40.711932,-73.962458,40.71,7
7.7,-73.981177,40.767941,-73.96198100000002,40.779507,2
18.0,-73.984628,40.754036,-73.95532800000002,40.779341,6
9.7,-74.005953,40.73577,-73.972595,40.755732,4
10.0,-74.001813,40.715349,-73.991516,40.698841,2
4.9,-73.95231700000002,40.777283,-73.967872,40.78484,7
8.9,-73.95434,40.785028,-73.97065,40.767465,6
6.5,-73.98204,40.775302,-73.983325,40.760972,2
7.7,-73.97847,40.74502,-73.959115,40.764083,2
7.7,-73.974339,40.763406,-73.974339,40.763406,2
10.5,-73.99492,40.734305,-73.993263,40.69695,2
10.0,-73.978445,40.75079,-73.978495,40.77233,2
6.1,-73.97406,40.761854,-73.98013,40.745731,2
16.1,-73.993939,40.74642100000001,-73.952058,40.697261,2
7.3,-73.992244,40.724151,-73.992749,40.743071,2
6.5,-73.99159,40.73543,-73.986163,40.747543,4
6.5,-73.98262024,40.74723434,-73.97906494,40.73700714,2
14.9,-73.963082,40.809682,-73.985157,40.761558,2
9.5,-73.987353,40.744837,-73.988185,40.722682,2
6.1,-73.95486600000002,40.778304,-73.970761,40.788576,2
15.0,-73.98751999999998,40.722607,-73.979157,40.76216,4
5.0,-74.004909,40.722811,-74.008071,40.730538,2
16.5,-73.991807,40.749738,-73.955338,40.782758,2
10.5,-73.96159300000002,40.806103,-73.988352,40.76905,2
5.5,-73.972163,40.786587,-73.95924699999998,40.779995,2
7.0,-73.95957,40.77681,-73.969378,40.758443,2
6.0,-73.982483,40.75196500000001,-73.976616,40.765776,2
5.3,-73.989323,40.734255,-73.982495,40.727448,2
6.1,-73.986288,40.747489,-74.000136,40.730374,2
13.7,-74.006077,40.748722,-73.96627,40.7898,4
2.9,-73.95468000000002,40.765557,-73.954165,40.766302,2
5.5,-73.987851,40.728525,-73.983034,40.738936,2
5.7,-74.001412,40.741372,-73.98480699999998,40.735857,2
6.5,-73.98796,40.754442,-73.982478,40.745334,2
9.0,-73.961464,40.768445,-73.978227,40.786575,2
7.3,-73.983434,40.767079,-74.004565,40.742037,2
12.5,-73.973761,40.757815,-73.969622,40.788682,2
9.5,-73.977106,40.751738,-73.996531,40.743015,2
12.5,-73.995757,40.760207,-74.00264200000002,40.730492,4
10.9,-74.002612,40.750001,-73.963245,40.754296,2
5.3,-73.983568,40.771047,-73.99086700000002,40.75754000000001,2
16.0,-73.985508,40.73856,-73.9793,40.772697,4
4.5,-73.941508,40.791785,-73.94878299999998,40.784047,2
5.5,-73.98255400000002,40.779902,-73.976495,40.790661,4
6.9,-73.984263,40.761438,-73.988617,40.77902,2
7.5,-73.99668121,40.76312637,-73.98739624,40.75931931,2
9.7,-73.965052,40.75507800000001,-73.982297,40.773806,2
10.9,-73.996089,40.753959,-73.97845600000002,40.72073,2
9.5,-74.00551800000002,40.727737,-74.017298,40.707628,2
12.1,-73.980614,40.73385,-73.943463,40.776768,2
16.5,-74.004204,40.725423,-73.946111,40.773761,2
8.5,-73.965027,40.775332,-73.983965,40.76035200000001,2
6.9,-74.007762,40.742983,-73.98581,40.763503,2
9.1,-73.998747,40.740958,-73.977492,40.750992,2
12.6,-74.009087,40.704595,-73.993484,40.75876,2
6.5,-73.985661,40.747262,-73.972415,40.74634,2
10.5,-74.00348699999998,40.72688,-73.973015,40.754957,4
5.7,-73.992657,40.748728,-73.980042,40.76185200000001,2
9.5,-73.979579,40.750224,-73.977234,40.766166,2
12.5,-74.00764699999998,40.740987,-73.976977,40.784332,2
7.7,-73.986993,40.745067,-73.996065,40.725142,2
14.1,-73.968826,40.75477,-73.997189,40.717895,4
5.7,-73.96224699999998,40.779003,-73.978213,40.764693,2
4.5,-74.0065,40.744642,-73.994848,40.750085,2
8.9,-73.982878,40.7211,-74.012302,40.701819,6
6.1,-74.008987,40.711007,-74.008604,40.730429,2
4.1,-73.987545,40.75031,-73.97984,40.751838,2
7.5,-73.98594200000002,40.752125,-74.000505,40.746849,2
5.3,-73.992417,40.75865200000001,-73.980502,40.753423,2
5.0,-73.96624,40.768092,-73.959998,40.776422,2
17.0,-73.955617,40.779457,-73.981728,40.73104,2
12.1,-74.007417,40.741035,-73.97186500000002,40.757927,2
4.9,-73.978388,40.741359,-73.99198100000002,40.734766,2
3.7,-73.996578,40.736407,-73.996877,40.74287,2
14.5,-73.970493,40.74893,-74.010103,40.720178,2
4.5,-73.982853,40.749952,-73.98722,40.744278,4
4.5,-73.97806,40.788722,-73.980096,40.781353,2
4.5,-73.99142900000002,40.744611,-73.991529,40.749122,2
5.0,-73.969622,40.74880200000001,-73.960337,40.761757,2
9.5,-73.97328,40.763762,-73.951542,40.772667,5
5.7,-73.99436700000003,40.751462,-74.000232,40.761557,2
10.5,-73.954387,40.764277,-73.971183,40.759173,7
4.5,-74.00188,40.740382,-73.993643,40.75313,2
6.9,-73.980731,40.744901,-73.993739,40.729005,2
12.5,-73.959877,40.80842,-73.984853,40.769097,2
6.0,-74.003056,40.727701,-73.993309,40.74220800000001,2
4.5,-73.979251,40.750916,-73.979251,40.750916,2
11.0,-73.98026,40.739417,-73.96117199999998,40.772508,2
6.9,-73.985281,40.741643,-73.998822,40.72357,2
6.9,-73.983232,40.738982,-73.993483,40.750018,2
10.1,-73.998144,40.724823,-73.988646,40.757707,2
5.7,-73.972047,40.796562,-73.967872,40.787437,2
5.7,-73.961703,40.776807,-73.947903,40.796377,2
7.7,-74.00578900000002,40.740517,-73.98393,40.757275,6
8.1,-73.966571,40.773152,-73.978637,40.747787,2
8.1,-73.99158800000002,40.74988,-73.971317,40.75767800000001,2
21.0,-74.005927,40.709414,-73.99677700000002,40.73657,4
4.5,-73.971227,40.787902,-73.977975,40.783097,7
4.5,-73.963747,40.756127,-73.967572,40.758597,2
6.9,-73.99044599999998,40.756516,-73.994828,40.750315,4
6.5,-73.98947199999998,40.735858,-73.968775,40.754508,2
14.9,-74.00684100000002,40.720006,-73.977631,40.744698,2
7.3,-73.963595,40.77430800000001,-73.972427,40.75810300000001,2
3.3,-73.98944399999998,40.757705,-73.984595,40.764425,2
7.7,-73.98611700000002,40.74028,-73.967698,40.75972700000001,7
4.9,-73.974815,40.750195,-73.97829300000002,40.754703000000006,2
14.1,-73.985598,40.747095,-73.953314,40.785272,2
8.5,-73.989067,40.740769,-73.96727299999998,40.762201,2
5.7,-73.977104,40.751179,-73.97928,40.762229,6
10.0,-73.992327,40.745282,-73.982612,40.723307,2
6.0,-73.991812,40.727107,-74.000472,40.730092,2
21.0,-74.01049042,40.71792221,-73.96133423,40.77604294,2
3.7,-73.97322700000002,40.79278,-73.978965,40.789348,2
8.9,-73.98491999999997,40.747943,-74.00549000000002,40.739915,4
16.5,-74.011127,40.710718,-73.982175,40.761675,2
4.9,-73.983814,40.761888,-73.982301,40.767212,2
9.3,-73.953775,40.775093,-73.975348,40.758483,2
9.0,-73.965695,40.754495,-73.98373199999997,40.76602000000001,2
7.5,-74.00547028,40.74584198,-73.99269867,40.7549324,4
6.1,-73.993662,40.741673,-73.983818,40.760507,5
15.0,-73.951047,40.785795,-73.97574,40.75202700000001,5
10.0,-73.97939699999998,40.746417,-74.008,40.738152,4
15.0,-73.96170699999998,40.76014,-73.980497,40.754524,2
4.1,-73.96249,40.766942,-73.956317,40.776089,2
3.7,-73.95439499999998,40.778191,-73.957024,40.783376,2
4.5,-73.95271301,40.77661133,-73.95922089,40.76748276,2
4.1,-73.977901,40.754984,-73.971683,40.76279,2
9.0,-73.96878815,40.75447083,-73.97304535,40.76428604,7
14.1,-73.97046999999998,40.7966,-73.972123,40.796907,2
6.9,-74.00522,40.736035,-74.000947,40.724187,2
5.5,-74.00914001,40.726017,-74.00800323,40.73940277,4
6.9,-74.002178,40.751328,-74.006167,40.751962,2
4.9,-73.963268,40.758515,-73.97325699999998,40.758907,2
5.7,-73.98145600000002,40.773774,-73.962087,40.770509,4
5.3,-73.978137,40.757831,-73.990629,40.740238,2
10.9,-73.98396600000002,40.721347,-73.959959,40.762514,2
4.9,-73.986363,40.751528,-73.96984499999998,40.750363,2
6.5,-73.98216500000002,40.778627,-73.989561,40.77133,2
8.5,-73.956412,40.775582,-73.973096,40.757674,2
13.5,-73.990305,40.731712,-73.96560500000002,40.766032,2
10.0,-73.97329712,40.76404953,-73.98420715,40.73827362,2
3.7,-73.949263,40.788623,-73.95479,40.780188,5
9.3,-73.952088,40.773059,-73.976864,40.743659,2
9.3,-74.003762,40.748293,-73.99216899999998,40.726546,2
12.5,-73.966103,40.805027,-73.980818,40.766392,2
3.7,-73.986603,40.729811,-73.98746899999998,40.735858,2
6.5,-73.992915,40.741917,-73.984063,40.75612,2
20.9,-73.995987,40.767287,-73.963227,40.716718,2
14.5,-73.994445,40.750945,-73.970027,40.801424,2
8.5,-73.994443,40.73489,-73.96778499999998,40.754514,2
5.7,-73.99253,40.743814,-73.999725,40.730875,2
6.9,-74.003786,40.722182,-73.984442,40.728618,2
9.3,-74.005868,40.717307,-73.98476,40.742462,7
11.5,-73.977453,40.749403,-74.003527,40.747617,2
9.3,-73.9498,40.772183,-73.968743,40.754168,2
8.5,-73.98191800000002,40.728305,-73.994054,40.720576,2
9.5,-73.983547,40.743075,-73.993113,40.749852,2
12.0,-73.98642731,40.73299026,-73.98642731,40.73299026,4
13.5,-73.9638,40.808399,-73.967334,40.766406,2
8.1,-73.997551,40.741595,-74.000805,40.718606,2
8.9,-73.966492,40.75758,-73.9825,40.723405,4
3.7,-73.995426,40.75984,-73.98950500000002,40.767679,2
12.0,-73.972015,40.76548,-73.990055,40.744908,5
6.5,-73.986897,40.756586,-74.00302099999998,40.739155,2
8.9,-73.986083,40.772268,-73.986083,40.772268,7
11.3,-74.008659,40.714519,-73.98974100000002,40.74726500000001,2
7.5,-73.99505400000002,40.725112,-73.988917,40.72054,4
7.0,-73.98485,40.742508,-73.975103,40.755355,2
9.5,-73.985772,40.728622,-74.005225,40.740727,2
5.5,-73.99406433,40.73550034,-74.00578308,40.73014069,2
5.5,-73.98592377,40.74062347,-73.97732544,40.7437973,2
4.5,-73.9825,40.7274,-73.9792,40.7192,2
6.9,-73.990697,40.756247,-73.97383,40.758833,2
12.1,-73.983662,40.721577,-73.972072,40.75919,2
7.0,-73.991124,40.734798,-74.000421,40.725122,2
8.0,-73.95690155,40.80234528,-73.94926453,40.78820419,2
8.5,-73.9863,40.745892,-73.972083,40.754217,2
4.5,-73.99738,40.741627,-74.00405699999997,40.733425,5
3.7,-73.975721,40.740699,-73.97425799999998,40.746579,2
11.0,-73.988135,40.758929,-73.991726,40.735348,2
8.5,-74.013262,40.716587,-74.007807,40.746867,2
5.3,-74.01302700000002,40.714422,-74.017767,40.705337,2
6.9,-73.97978499999998,40.743757,-73.990178,40.75677,7
6.9,-73.97055999999998,40.751942,-73.98901,40.74139,2
7.3,-73.962948,40.764074,-73.976127,40.75562100000001,2
8.9,-73.976,40.740572,-74.003683,40.750775,2
21.5,-73.989287,40.721235,-73.972515,40.79249,2
11.3,-73.97563199999998,40.781798,-73.990113,40.740858,2
5.7,-73.97590500000003,40.758707,-73.98754,40.758925,6
5.5,-73.958943,40.777792,-73.959785,40.766992,2
5.7,-73.950773,40.77065,-73.94844300000003,40.78147,2
5.3,-73.945109,40.778793,-73.95468199999998,40.765677,2
5.3,-73.99211,40.742553,-73.97700999999998,40.738837,2
4.9,-73.99550699999998,40.73920800000001,-73.98650500000002,40.751418,2
17.0,-73.988809,40.735158,-73.955515,40.782339,4
9.5,-74.00463867,40.74163818,-73.99333191,40.76220322,2
8.5,-73.97483299999998,40.756832,-73.98125300000002,40.732588,2
4.5,-73.955703,40.779275,-73.951193,40.772962,2
10.5,-74.00509,40.722962,-73.980035,40.763357,2
4.5,-73.98178101,40.75258255,-73.98789978,40.74324417,2
6.0,-73.999527,40.721782,-73.999262,40.73393,2
7.0,-73.99850464,40.71979523,-73.98688507,40.73322678,4
6.5,-73.97393000000002,40.789356,-73.966216,40.807294,2
13.3,-73.950715,40.779987,-73.98227299999998,40.775062,2
13.5,-74.00227,40.739987,-73.995102,40.760077,4
10.5,-73.981783,40.728324,-73.982208,40.747413,2
13.3,-73.96741800000002,40.756698,-73.96284,40.804312,2
5.3,-73.99329300000002,40.729532,-73.98283,40.722957,4
10.0,-73.980091,40.745638,-73.97603000000002,40.758758,4
3.3,-74.00137,40.731272,-73.996093,40.738568,7
15.3,-73.977662,40.787163,-73.97575,40.755862,2
8.1,-73.96793199999998,40.765147,-73.970057,40.784193,2
16.0,-74.006525,40.74452700000001,-73.951898,40.777815,4
11.7,-73.94802,40.776407,-73.99407,40.752244,2
7.3,-74.007552,40.717733,-73.998975,40.744468,2
6.1,-73.992747,40.742625,-73.978335,40.761745,5
5.7,-73.99233000000002,40.74964,-73.98505,40.745041,2
8.1,-73.98599,40.759812,-73.972842,40.755205,5
6.9,-74.000867,40.727358,-73.979927,40.742988,2
4.5,-73.973007,40.74425,-73.97556800000002,40.75103,2
4.9,-73.988924,40.736764,-73.984112,40.730395,2
6.9,-73.991605,40.750223,-73.97981700000003,40.738302,2
6.5,-73.987122,40.750547,-73.99381600000002,40.76473,2
12.1,-73.99269,40.73402700000001,-73.966787,40.76145800000001,2
7.0,-73.98772199999998,40.724382,-73.98379,40.73792,2
11.5,-73.978228,40.729486,-74.00710699999998,40.705438,4
11.7,-73.984202,40.75747,-73.96243299999998,40.778762,5
7.0,-73.95907700000002,40.768055,-73.959298,40.759102,2
4.1,-73.980587,40.748888,-73.98583,40.75365,2
8.0,-73.999103,40.719155,-73.977497,40.722732,2
5.0,-73.99347687,40.76226044,-73.98270416,40.77705765,2
9.7,-73.966542,40.804119,-73.955115,40.783203,4
14.5,-73.991851,40.738625,-73.937499,40.713888,2
6.9,-74.002277,40.729348,-73.989193,40.74619000000001,4
7.0,-73.992214,40.748963,-74.005597,40.741122,4
9.0,-73.979974,40.756728,-74.005769,40.74048300000001,4
18.1,-73.951965,40.781625,-74.005162,40.709035,2
8.5,-73.95678199999998,40.766675,-73.972,40.75666500000001,2
11.5,-73.96940613,40.76317978,-73.98322296,40.74433136,2
6.5,-73.958341,40.772719,-73.971289,40.76009000000001,2
9.3,-74.00964599999998,40.706216,-74.003455,40.735774,2
8.1,-73.993066,40.739946,-73.973185,40.754853,5
7.3,-73.954902,40.765272,-73.972012,40.753857,4
10.1,-73.959748,40.779387,-73.990502,40.749255,7
9.3,-73.991215,40.750892,-73.962487,40.770765,2
10.0,-73.98218,40.775084,-73.96377,40.774569,2
14.0,-73.959102,40.80935,-73.9751,40.76168,2
5.7,-73.9882,40.759203,-73.9882,40.759203,2
8.0,-73.993949,40.73203400000001,-73.975654,40.74926,6
13.5,-74.001859,40.730743,-73.962918,40.757326,2
4.9,-73.97274499999997,40.762447,-73.965648,40.771145,2
5.7,-73.982704,40.782382,-73.980812,40.770826,2
5.3,-73.95345999999998,40.76687,-73.946575,40.7808,2
16.9,-73.950992,40.794352,-73.954237,40.811432,2
8.1,-74.01599499999998,40.779493,-74.017348,40.761217,2
6.1,-73.991507,40.765243,-73.987454,40.756201,2
9.7,-73.98743499999998,40.762737,-73.968818,40.750561,2
5.0,-73.984398,40.745895,-73.975133,40.757582,2
4.5,-73.97966,40.748987,-73.977027,40.743082,2
7.7,-73.988438,40.725768,-74.00455699999998,40.728555,2
4.5,-74.00482099999998,40.712467,-74.002227,40.706859,2
10.5,-74.005659,40.740157,-73.979035,40.764464,5
11.7,-73.96822399999998,40.754568,-73.995719,40.70933,2
8.1,-73.973698,40.783026,-73.983197,40.76446,2
10.5,-73.986467,40.74661,-73.981062,40.780435,6
6.9,-73.982415,40.768438,-73.963955,40.777018,7
4.1,-73.982637,40.772952,-73.982637,40.772952,2
8.5,-73.978435,40.744895,-73.993765,40.761482,7
9.3,-73.991766,40.749946,-73.99415,40.722859,2
6.5,-73.944587,40.783493,-73.96677,40.788968,4
5.7,-73.99157199999998,40.72726,-73.993125,40.722892,7
4.9,-73.979765,40.752425,-73.968987,40.769545,2
8.5,-73.98228455,40.77334976,-73.95740509,40.76761246,2
7.3,-73.991856,40.73851,-73.987502,40.721316,2
4.5,-73.994752,40.724905,-74.002583,40.723765,2
8.0,-73.96064,40.765845,-73.97601999999998,40.778835,6
9.3,-73.995954,40.7386,-73.97599,40.745779,2
10.5,-73.97508499999998,40.75587700000001,-74.001592,40.737425,2
14.0,-73.985462,40.744785,-73.99985500000003,40.72186,4
16.1,-73.97868199999998,40.75581500000001,-74.007953,40.703422,2
6.5,-73.954167,40.78465,-73.960613,40.77262800000001,5
16.1,-73.988098,40.696294,-73.975625,40.751075,2
5.0,-73.984707,40.738812,-73.975013,40.74164,4
7.7,-74.00053199999998,40.742389,-73.97444499999997,40.761111,2
4.5,-73.962515,40.81002,-73.963227,40.805268,2
9.0,-74.000958,40.739166,-73.993475,40.722004,2
8.5,-73.999553,40.733382,-73.987695,40.721568,2
10.5,-73.986822,40.745197,-73.985562,40.717937,4
16.0,-73.995402,40.7253,-73.982122,40.766475,2
12.5,-74.007418,40.726297,-73.974796,40.759978,2
14.5,-73.965705,40.805782,-74.00116,40.762045,4
15.0,-73.99468994,40.75043869,-74.01725769,40.7051506,4
19.5,-74.01706696,40.70892334,-73.97736359,40.7521019,2
9.3,-73.983327,40.756615,-73.99351800000002,40.733078000000006,2
9.3,-73.966362,40.764536,-73.940889,40.805155,2
4.9,-73.97782600000002,40.742259,-73.983361,40.730162,2
6.5,-74.003652,40.749087,-73.986603,40.76919,2
10.0,-73.968232,40.759115,-73.98863,40.774205,2
3.7,-73.969985,40.760113,-73.97545,40.752717,7
5.3,-73.981649,40.732531,-73.992999,40.73581,2
12.5,-74.01464399999998,40.709526,-73.99470600000002,40.750285,2
6.0,-73.99616400000002,40.738115,-73.992245,40.75066500000001,2
18.0,-73.974277,40.759817,-74.005287,40.709012,4
